Price,Address,Metro,Summary,General Information,Building Information,Price per meter
18 600 000 ₽,"Москва, ВАО, р-н Богородское, проезд 6-й Подбельского",Бульвар Рокоссовского,"60 м²;Общая;37,9 м²;Жилая;5,8 м²;Кухня;2 из 28;Этаж;4 кв. 2023;Срок сдачи","Тип жилья;Новостройка;Высота потолков;2,85 м;Санузел;1 совмещенный, 1 раздельный;Балкон/лоджия;1 лоджия","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",310 000 ₽/м²
9 000 000 ₽,"Москва, САО, р-н Коптево, ул. Клары Цеткин, 18к3",Войковская,22 м²;Общая;14 м²;Жилая;6 м²;Кухня;6 из 7;Этаж;2022;Построен,"Тип жилья;Вторичка Апартаменты;Высота потолков;4,2 м;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;На улицу",Тип дома;Монолитно кирпичный;Лифты;2 пасс.;Парковка;Наземная;Мусоропровод;Нет,409 091 ₽/м²
13 902 704 ₽,"Москва, ЮАО, р-н Даниловский, Подольское ш., 3",Тульская,"26,6 м²;Общая;7,9 м²;Жилая;5 из 13;Этаж;3 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка Апартаменты;Высота потолков;3 м;Санузел;1 совмещенный;Отделка;Черновая,"Сдача комплекса;Сдача в 3 кв. 2024;Застройщик;СЗ ЛОГОС;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Предчистовая, черновая",522 658 ₽/м²
14 318 486 ₽,"Москва, ЮАО, р-н Даниловский, Подольское ш., 3",Тульская,"26,6 м²;Общая;7,9 м²;Жилая;8 из 13;Этаж;3 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка Апартаменты;Высота потолков;3 м;Санузел;1 совмещенный;Отделка;Черновая,"Сдача комплекса;Сдача в 3 кв. 2024;Застройщик;СЗ ЛОГОС;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Предчистовая, черновая",538 289 ₽/м²
14 734 267 ₽,"Москва, ЮАО, р-н Даниловский, Подольское ш., 3",Тульская,"26,6 м²;Общая;7,9 м²;Жилая;11 из 13;Этаж;3 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка Апартаменты;Высота потолков;3 м;Санузел;1 совмещенный;Отделка;Черновая,"Сдача комплекса;Сдача в 3 кв. 2024;Застройщик;СЗ ЛОГОС;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Предчистовая, черновая",553 920 ₽/м²
15 150 440 ₽,"Москва, НАО (Новомосковский), Десеновское поселение, Ватутинки поселок, Рашен Дизайн Дистрикт жилой комплекс, к2А",Ольховая,"58,86 м²;Общая;42,6 м²;Жилая;5,2 м²;Кухня;13 из 14;Этаж;2 кв. 2023;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Санузел;2 совмещенных;Балкон/лоджия;1 лоджия;Вид из окон;Во двор;Отделка;Нет","Сдача комплекса;Сдача в 2 кв. 2023;Застройщик;Группа Родина;Класс;Бизнес;Кол-во корпусов;9 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, чистовая",257 398 ₽/м²
20 003 200 ₽,"Москва, ЦАО, р-н Пресненский, Шелепихинский туп.",Шелепиха,"30,08 м²;Общая;45 из 51;Этаж;2 кв. 2024;Срок сдачи",Тип жилья;Новостройка;Площадь комнат;5.079999999999998 м²;Высота потолков;3 м,"Сдача комплекса;Сдача в 2022—2024, есть сданные;Застройщик;КОРТРОС;Класс;Бизнес;Кол-во корпусов;10 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",665 000 ₽/м²
20 972 220 ₽,"Москва, ЦАО, р-н Пресненский, Шелепихинский туп.",Шелепиха,"29,58 м²;Общая;50 из 51;Этаж;2 кв. 2024;Срок сдачи",Тип жилья;Новостройка;Площадь комнат;4.579999999999998 м²;Высота потолков;3 м,"Сдача комплекса;Сдача в 2022—2024, есть сданные;Застройщик;КОРТРОС;Класс;Бизнес;Кол-во корпусов;10 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",709 000 ₽/м²
22 700 000 ₽,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/3",Аэропорт,"41 м²;Общая;17,3 м²;Жилая;10 м²;Кухня;8 из 41;Этаж",Тип жилья;Вторичка;Площадь комнат;17.3 м²;Санузел;1 совмещенный;Ремонт;Косметический;Вид из окон;На улицу,"Тип дома;Монолитно кирпичный;Лифты;1 пасс., 1 груз.",553 659 ₽/м²
27 113 530 ₽,"Москва, ЮАО, р-н Даниловский, просп. Лихачева, 12к3",Технопарк,"58,7 м²;Общая;6 из 20;Этаж;4 кв. 2022;Срок сдачи",Тип жилья;Новостройка,"Сдача комплекса;Сдача в 4 кв. 2022, есть сданные;Застройщик;TEKTA GROUP;Класс;Бизнес;Кол-во корпусов;19 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",461 900 ₽/м²
29 209 600 ₽,"Москва, ЮАО, р-н Даниловский, Квартал Нау жилой комплекс, к2.2",Технопарк,"65,2 м²;Общая;12 из 20;Этаж;4 кв. 2022;Срок сдачи","Тип жилья;Новостройка;Высота потолков;5,5 м","Сдача комплекса;Сдача в 4 кв. 2022, есть сданные;Застройщик;TEKTA GROUP;Класс;Бизнес;Кол-во корпусов;19 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",448 000 ₽/м²
29 849 529 ₽,"Москва, ЮАО, р-н Даниловский, Подольское ш., 3",Тульская,"63,9 м²;Общая;42,7 м²;Жилая;3 из 13;Этаж;3 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка Апартаменты;Высота потолков;3 м;Отделка;Черновая,"Сдача комплекса;Сдача в 3 кв. 2024;Застройщик;СЗ ЛОГОС;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Предчистовая, черновая",467 129 ₽/м²
