Price,Address,Metro,Summary,General Information,Building Information
22 500 000 ₽,"Москва, СВАО, р-н Отрадное, Алтуфьевское ш., 12",Владыкино,"86,6 м²;Общая;51 м²;Жилая;20 м²;Кухня;1 из 12;Этаж","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;17-14-20 м²;Санузел;1 совмещенный, 1 раздельный;Ремонт;Евроремонт",Год постройки;1978;Строительная серия;П-30;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;8;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть
21 999 990 ₽,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 7",Фили,"60,7 м²;Общая;33,2 м²;Жилая;12,9 м²;Кухня;3 из 16;Этаж;2008;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;19.2-14 м²;Высота потолков;2,75 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон, 1 лоджия;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;2008;Строительная серия;П-44К;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть
10 549 000 ₽,"Москва, ЮАО, р-н Чертаново Южное, Зеленая Вертикаль жилой комплекс, 4",Лесопарковая,"38,5 м²;Общая;10 из 26;Этаж;2023;Срок сдачи;Предчистовая;Отделка","Тип жилья;Новостройка;Высота потолков;2,6 м","Сдача комплекса;Сдача в 1 кв. 2023, есть сданные;Застройщик;Э.К. Девелопмент;Класс;Комфорт;Кол-во корпусов;11 корпусов;Тип дома;Панельный;Парковка;Отдельная многоуровневая;Отделка;Предчистовая, чистовая"
5 238 864 ₽,"Москва, НАО (Новомосковский), Коммунарка поселок, Бунинские Луга жилой комплекс, к3.8.1",Бунинская аллея,"20,1 м²;Общая;9,9 м²;Жилая;5,1 м²;Кухня;2 из 17;Этаж;1 кв. 2025;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;9.9 м²;Высота потолков;2,65 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2022—2025, есть сданные;Застройщик;ПИК;Класс;Комфорт;Кол-во корпусов;48 корпусов;Тип дома;Панельный, монолитный;Парковка;Отдельная многоуровневая, гостевая;Отделка;Чистовая"
11 202 048 ₽,"Москва, ЗАО, р-н Солнцево, Мещерский лес жилой комплекс, к8/1",Говорово,"34 м²;Общая;15,6 м²;Жилая;10,4 м²;Кухня;15 из 21;Этаж;4 кв. 2022;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;15.6 м²;Высота потолков;2,65 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 4 кв. 2022, есть сданные;Застройщик;ПИК;Класс;Комфорт;Кол-во корпусов;15 корпусов;Тип дома;Панельный, кирпичный;Парковка;Подземная, отдельная многоуровневая;Отделка;Чистовая"
8 771 823 ₽,"Москва, НАО (Новомосковский), Коммунарка поселок, Бунинские Луга жилой комплекс, к3.7.1",Бунинская аллея,"40,9 м²;Общая;26,4 м²;Жилая;5,6 м²;Кухня;8 из 17;Этаж;1 кв. 2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;14.9-11.5 м²;Высота потолков;2,65 м;Санузел;1 совмещенный;Вид из окон;На улицу;Отделка;Чистовая",
8 500 000 ₽,"Москва, ЦАО, р-н Таганский, Нижегородская ул., 32С15",Калитники,40 м²;Общая;2 из 10;Этаж;2021;Построен,Тип жилья;Вторичка Апартаменты;Высота потолков;3 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Без ремонта;Вид из окон;Во двор,"Год постройки;2021;Тип дома;Панельный;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Открытая"
17 900 000 ₽,"Москва, ЗАО, р-н Очаково-Матвеевское, Озерная ул., 19К2",Озерная,"63,6 м²;Общая;42,9 м²;Жилая;9,2 м²;Кухня;3 из 14;Этаж;1977;Построен","Тип жилья;Вторичка;Планировка;Смежно-изолированная;Площадь комнат;10.9-13.9+18.1 м²;Высота потолков;2,64 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон, 1 лоджия;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;1977;Строительная серия;И-209А;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная
44 500 000 ₽,"Москва, СЗАО, р-н Покровское-Стрешнево, Иваньковское ш., 5",Щукинская,158 м²;Общая;95 м²;Жилая;21 м²;Кухня;6 из 22;Этаж,Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3 м;Санузел;1 раздельный;Балкон/лоджия;1 лоджия;Ремонт;Без ремонта,"Год постройки;2003;Строительная серия;Индивидуальный проект;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть"
11 500 000 ₽,"Москва, СЗАО, р-н Строгино, Неманский проезд, 11",Строгино,45 м²;Общая;30 м²;Жилая;7 м²;Кухня;2 из 12;Этаж;1979;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;17-13 м²;Высота потолков;2,8 м;Санузел;1 раздельный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;На улицу","Год постройки;1979;Строительная серия;1605-АМ;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;18;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Открытая"
8 500 000 ₽,"Москва, ЮЗАО, р-н Северное Бутово, Коктебельская ул., 2К1",Бульвар Дмитрия Донского,"39 м²;Общая;18,9 м²;Жилая;8,5 м²;Кухня;8 из 17;Этаж;1990;Построен","Тип жилья;Вторичка;Площадь комнат;18.9 м²;Высота потолков;2,67 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;На улицу","Год постройки;1990;Строительная серия;П-44;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;5;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Открытая;Мусоропровод;Есть"
8 000 000 ₽,"Москва, ВАО, р-н Перово, Новогиреевская ул., 13",Перово,"32,8 м²;Общая;20,5 м²;Жилая;6,5 м²;Кухня;4 из 5;Этаж;1966;Построен","Тип жилья;Вторичка;Высота потолков;2,5 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;1966;Строительная серия;1-515;Подъезды;12;Аварийность;Нет;Парковка;Наземная
9 850 000 ₽,"Москва, СВАО, р-н Северный, Дмитровское ш., 169К4",Селигерская,39 м²;Общая;20 м²;Жилая;10 м²;Кухня;5 из 17;Этаж;2016;Построен,"Тип жилья;Вторичка;Площадь комнат;20 м²;Высота потолков;2,7 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;Во двор","Год постройки;2016;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;5;Лифты;1 пасс., 1 груз.;Отопление;Автономная котельная;Аварийность;Нет;Парковка;Открытая"
10 790 000 ₽,"Москва, САО, р-н Левобережный, Беломорская ул., 20к3",Беломорская,"39,1 м²;Общая;19 м²;Жилая;7,5 м²;Кухня;9 из 16;Этаж;2009;Построен","Тип жилья;Вторичка;Площадь комнат;19 м²;Высота потолков;2,7 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;2009;Строительная серия;П-44К;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;6 всего;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть
10 450 000 ₽,"Москва, САО, р-н Бескудниковский, Бескудниковский бул., 21К2",Селигерская,39 м²;Общая;20 м²;Жилая;8 м²;Кухня;17 из 17;Этаж;2012;Построен,Тип жилья;Вторичка;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический,"Год постройки;2010;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;6;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет"
