Price,Address,Metro,Summary,General Information,Building Information,Price per meter
150 000 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 15",Фрунзенская,"138,47 м²;Общая;7 из 15;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;4 совмещенных;Балкон/лоджия;1 лоджия;Ремонт;Без ремонта,Год постройки;2022;Аварийность;Нет;Парковка;Многоуровневая,1 083 267 ₽/м²
150 000 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 11К",Спортивная,"180,33 м²;Общая;33 м²;Кухня;2 из 12;Этаж",,,831 808 ₽/м²
61 215 000 ₽,"Москва, ЮЗАО, р-н Ломоносовский, ул. Архитектора Власова, 6",Профсоюзная,111 м²;Общая;63 м²;Жилая;20 м²;Кухня;1 из 18;Этаж,,,551 486 ₽/м²
83 270 000 ₽,"Москва, ЮЗАО, р-н Ломоносовский, ул. Архитектора Власова, 6",Профсоюзная,151 м²;Общая;70 м²;Жилая;16 м²;Кухня;3 из 18;Этаж,,,551 457 ₽/м²
403 200 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 19к1",Фрунзенская,"201,6 м²;Общая;12 м²;Кухня;1 из 7;Этаж;2016;Построен",Тип жилья;Вторичка;Высота потолков;4 м;Санузел;3 раздельных;Ремонт;Дизайнерский,"Год постройки;2015;Строительная серия;Индивидуальный проект;Подъезды;3;Лифты;2 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Есть",2 000 000 ₽/м²
43 500 000 ₽,"Москва, ЦАО, р-н Пресненский, Большой Предтеченский пер., 31",Улица 1905 года,"105,2 м²;Общая;72 м²;Жилая;11 м²;Кухня;6 из 8;Этаж;2003;Построен","Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;2,9 м;Санузел;2 совмещенных;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;На улицу и двор",Год постройки;2004;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Есть,413 498 ₽/м²
120 000 000 ₽,"Москва, СЗАО, р-н Покровское-Стрешнево, Ленинградское ш., 23к3",Войковская,225 м²;Общая;193 м²;Жилая;10 м²;Кухня;1 из 3;Этаж;2014;Построен,"Тип жилья;Вторичка Апартаменты;Планировка;Смежно-изолированная;Высота потолков;3,1 м;Санузел;3 раздельных;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор",Тип дома;Монолитно кирпичный;Парковка;Наземная;Мусоропровод;Есть,533 333 ₽/м²
25 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39",Динамо,51 м²;Общая;10 из 15;Этаж;2019;Построен,"Тип жилья;Вторичка Апартаменты;Планировка;Изолированная;Высота потолков;3,4 м;Санузел;1 совмещенный;Ремонт;Евроремонт;Вид из окон;На улицу",Тип дома;Монолитно кирпичный;Парковка;Подземная,490 196 ₽/м²
31 500 000 ₽,"Москва, ЗАО, р-н Филевский парк, Багратионовский проезд, 5к2",Фили,"90 м²;Общая;50,5 м²;Жилая;18,4 м²;Кухня;4 из 22;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;19,1+15,8+15,6 м²;Высота потолков;3,5 м;Санузел;2 совмещенных;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Тип дома;Монолитно кирпичный;Лифты;1 пасс., 1 груз.;Парковка;Подземная",350 000 ₽/м²
175 000 000 ₽,"Москва, ЦАО, р-н Пресненский, Большой Тишинский пер., 30/44с1",Белорусская,"165,2 м²;Общая;124 м²;Жилая;25 м²;Кухня;2 из 4;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3,5 м;Санузел;3 совмещенных;Ремонт;Без ремонта;Вид из окон;На улицу и двор",Тип дома;Монолитно кирпичный;Лифты;Есть;Парковка;Подземная;Мусоропровод;Есть,1 059 322 ₽/м²
32 000 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 42к2",Полежаевская,"56,1 м²;Общая;44 м²;Жилая;10 м²;Кухня;23 из 27;Этаж;2021;Построен",Тип жилья;Вторичка;Планировка;Смежно-изолированная;Площадь комнат;31-13 м²;Санузел;2 раздельных;Ремонт;Дизайнерский;Вид из окон;Во двор,"Год постройки;2020;Строительная серия;Индивидуальный проект;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;2 пасс., 1 груз.;Отопление;Индивидуальный тепловой пункт;Аварийность;Нет",570 410 ₽/м²
155 000 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 15А",Фрунзенская,"173,9 м²;Общая;29,8 м²;Кухня;5 из 8;Этаж",,,891 317 ₽/м²
39 000 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к4зд8",Шелепиха,"85,1 м²;Общая;52 м²;Жилая;17 м²;Кухня;4 из 24;Этаж",,,458 284 ₽/м²
670 751 400 ₽,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 19к1",Спортивная,490 м²;Общая;416 м²;Жилая;25 м²;Кухня;5 из 7;Этаж;2015;Построен,"Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3,8 м;Санузел;4 раздельных;Балкон/лоджия;1 балкон;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2015;Строительная серия;Индивидуальный проект;Подъезды;3;Лифты;3 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Есть",1 368 880 ₽/м²
265 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат",Смоленская,223 м²;Общая;13 из 13;Этаж;4 кв. 2015;Срок сдачи;Без отделки;Отделка,"Тип жилья;Новостройка Апартаменты;Планировка;Изолированная;Высота потолков;3,15 м;Отделка;Нет","Сдача комплекса;Сдан;Застройщик;Балтийская Строительная Компания;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Без отделки, чистовая, чистовая с мебелью",1 188 341 ₽/м²
58 000 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 15А",Фрунзенская,"61,97 м²;Общая;5 из 14;Этаж",,,935 937 ₽/м²
113 628 000 ₽,"Москва, ЮЗАО, р-н Ломоносовский, ул. Архитектора Власова, 6",Профсоюзная,167 м²;Общая;92 м²;Жилая;6 м²;Кухня;15 из 18;Этаж,,,680 407 ₽/м²
12 834 314 ₽,"Москва, ВАО, р-н Богородское, проезд 6-й Подбельского",Бульвар Рокоссовского,"36,33 м²;Общая;18,4 м²;Жилая;5,1 м²;Кухня;5 из 28;Этаж;4 кв. 2023;Срок сдачи","Тип жилья;Новостройка;Высота потолков;2,85 м;Санузел;1 раздельный;Балкон/лоджия;1 лоджия","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",353 270 ₽/м²
13 300 000 ₽,"Москва, СЗАО, р-н Щукино, Волоколамское ш., 24к1",Стрешнево,"45,7 м²;Общая;16,2 м²;Жилая;20 м²;Кухня;8 из 28;Этаж;2022;Построен",Тип жилья;Вторичка Апартаменты;Санузел;1 совмещенный;Ремонт;Косметический;Вид из окон;Во двор,"Тип дома;Монолитно кирпичный;Лифты;2 пасс., 1 груз.",291 028 ₽/м²
37 500 000 ₽,"Москва, ЗАО, р-н Можайский, Можайское ш., 2В",Кунцевская,144 м²;Общая;110 м²;Жилая;20 м²;Кухня;10 из 25;Этаж;2000;Построен,Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3 м;Санузел;2 совмещенных;Ремонт;Косметический;Вид из окон;На улицу,"Тип дома;Монолитно кирпичный;Лифты;2 пасс., 1 груз.;Парковка;Подземная;Мусоропровод;Есть",260 417 ₽/м²
61 750 000 ₽,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 120к1",Аминьевская,147 м²;Общая;100 м²;Жилая;25 м²;Кухня;24 из 32;Этаж,Тип жилья;Вторичка;Планировка;Изолированная;Санузел;2 совмещенных;Ремонт;Без ремонта,Год постройки;2022;Аварийность;Нет;Мусоропровод;Нет,420 068 ₽/м²
445 135 020 ₽,"Москва, ЦАО, р-н Хамовники, Бутиковский пер., 3",Кропоткинская,270 м²;Общая;136 м²;Жилая;25 м²;Кухня;6 из 6;Этаж;2004;Построен,"Тип жилья;Вторичка Пентхаус;Планировка;Смежно-изолированная;Высота потолков;5,8 м;Санузел;4 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;2004;Строительная серия;Индивидуальный проект;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Есть,1 648 648 ₽/м²
95 000 000 ₽,"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к4",Деловой центр,93 м²;Общая;57 м²;Жилая;7 м²;Кухня;7 из 17;Этаж,Тип жилья;Вторичка;Планировка;Смежно-изолированная;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор,Год постройки;2020;Лифты;Есть;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Есть,1 021 505 ₽/м²
200 000 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/5",Фрунзенская,187 м²;Общая;7 из 11;Этаж,Тип жилья;Вторичка;Планировка;Изолированная;Санузел;3 совмещенных;Балкон/лоджия;1 балкон;Ремонт;Без ремонта;Вид из окон;Во двор,Тип дома;Монолитно кирпичный;Парковка;Многоуровневая,1 069 519 ₽/м²
22 200 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 42к2",Хорошево,"56,1 м²;Общая;28,4 м²;Жилая;13,4 м²;Кухня;17 из 27;Этаж;2020;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;16.2-12.2 м²;Высота потолков;3,08 м;Санузел;1 совмещенный, 1 раздельный;Ремонт;Без ремонта;Вид из окон;На улицу","Год постройки;2020;Строительная серия;Индивидуальный проект;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;1 пасс., 2 груз.;Отопление;Индивидуальный тепловой пункт;Аварийность;Нет;Парковка;Подземная",395 722 ₽/м²
26 000 000 ₽,"Москва, ЦАО, р-н Басманный, ул. Казакова, 7",Курская,"46,3 м²;Общая;32 м²;Жилая;10 м²;Кухня;3 из 11;Этаж",,,561 555 ₽/м²
87 000 000 ₽,"Москва, ЦАО, р-н Якиманка, Погорельский пер., 5С2",Добрынинская,131 м²;Общая;49 м²;Кухня;4 из 9;Этаж;2000;Построен,Тип жилья;Вторичка;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор,Год постройки;2001;Тип дома;Монолитно кирпичный;Подъезды;1;Лифты;2 всего;Аварийность;Нет;Парковка;Подземная,664 122 ₽/м²
26 900 000 ₽,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 124к2",Мичуринский проспект,"58,1 м²;Общая;33,1 м²;Жилая;15 м²;Кухня;5 из 37;Этаж;2021;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;20.1-13 м²;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Дизайнерский,"Год постройки;2021;Лифты;2 пасс., 2 груз.;Аварийность;Нет;Мусоропровод;Есть",462 995 ₽/м²
46 500 000 ₽,"Москва, ЗАО, р-н Крылатское, Крылатская ул., 45К1",Крылатское,"83 м²;Общая;42,5 м²;Жилая;16 м²;Кухня;7 из 7;Этаж;2004;Построен",Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3 м;Санузел;2 раздельных;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;На улицу,Год постройки;2006;Тип перекрытий;Железобетонные;Подъезды;6;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Нет,560 241 ₽/м²
47 000 000 ₽,"Москва, САО, р-н Беговой, Ленинградский просп., 29к2",Динамо,87 м²;Общая;42 м²;Жилая;12 м²;Кухня;5 из 20;Этаж;2019;Построен,Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3 м;Санузел;2 совмещенных;Ремонт;Дизайнерский,Год постройки;2019;Лифты;Есть;Аварийность;Нет;Мусоропровод;Нет,540 230 ₽/м²
119 000 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 15А",Фрунзенская,127 м²;Общая;27 м²;Кухня;2 из 14;Этаж,Тип жилья;Вторичка;Планировка;Изолированная;Санузел;2 совмещенных;Ремонт;Без ремонта,Тип дома;Монолитно кирпичный;Парковка;Многоуровневая,937 008 ₽/м²
550 000 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1",Фрунзенская,"312,4 м²;Общая;32,9 м²;Кухня;14 из 14;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;4 совмещенных;Балкон/лоджия;1 балкон;Ремонт;Без ремонта,Тип дома;Монолитно кирпичный;Парковка;Многоуровневая,1 760 563 ₽/м²
11 000 000 ₽,"Москва, НАО (Новомосковский), Московский поселение, ул. Родниковая, 30к1",Саларьево,40 м²;Общая;18 м²;Жилая;12 м²;Кухня;20 из 22;Этаж;2021;Построен,"Тип жилья;Вторичка;Площадь комнат;18 м²;Высота потолков;2,85 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;Во двор","Лифты;2 пасс., 1 груз.;Аварийность;Нет;Парковка;Подземная",275 000 ₽/м²
11 716 000 ₽,"Москва, ТАО (Троицкий), Троицк, ул. Бориса Житкова, 1",Ольховая,"80,8 м²;Общая;43 м²;Жилая;12 м²;Кухня;3 из 4;Этаж;2022;Построен","Тип жилья;Вторичка;Площадь комнат;20+12+11 м²;Высота потолков;2,75 м;Санузел;1 совмещенный;Ремонт;Без ремонта;Вид из окон;Во двор",Тип дома;Монолитно кирпичный;Парковка;Наземная,145 000 ₽/м²
11 950 000 ₽,"Москва, НАО (Новомосковский), Внуковское поселение, ул. Бориса Пастернака, 10",Рассказовка,"42,7 м²;Общая;20 м²;Жилая;15 м²;Кухня;15 из 17;Этаж;2021;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;1 совмещенный;Ремонт;Евроремонт;Вид из окон;На улицу и двор,"Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть",279 859 ₽/м²
17 100 000 ₽,"Москва, ВАО, р-н Богородское, проезд 6-й Подбельского",Бульвар Рокоссовского,"44,29 м²;Общая;25,7 м²;Жилая;6,3 м²;Кухня;26 из 28;Этаж;4 кв. 2023;Срок сдачи","Тип жилья;Новостройка;Высота потолков;2,85 м;Санузел;1 совмещенный","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",386 092 ₽/м²
24 000 000 ₽,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к2",Шелепиха,42 м²;Общая;15 из 25;Этаж,Тип жилья;Вторичка;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;На улицу,"Год постройки;2019;Лифты;2 пасс., 2 груз.;Аварийность;Нет",571 429 ₽/м²
27 004 600 ₽,"Москва, СВАО, р-н Ростокино, Сельскохозяйственная ул.",Ботанический сад,"60,1 м²;Общая;24 м²;Жилая;3 из 21;Этаж;4 кв. 2024;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Высота потолков;3,02 м;Балкон/лоджия;1 балкон;Вид из окон;Во двор;Отделка;Нет",Сдача комплекса;Сдача в 2024—2026;Застройщик;Группа Родина;Класс;Премиум;Кол-во корпусов;6 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Без отделки,449 328 ₽/м²
46 713 184 ₽,"Москва, ЮЗАО, р-н Гагаринский, Ленинский просп., 38",Ленинский проспект,"90,67 м²;Общая;45 м²;Жилая;8,2 м²;Кухня;4 из 17;Этаж;4 кв. 2023;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка Апартаменты;Планировка;Изолированная;Площадь комнат;15.9-12.2 м²;Высота потолков;3,1 м;Санузел;3 совмещенных;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;Hutton Development;Класс;Премиум;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Предчистовая, черновая, чистовая",515 200 ₽/м²
65 000 000 ₽,"Москва, ЗАО, р-н Раменки, Мичуринский просп., 56",Раменки,136 м²;Общая;86 м²;Жилая;10 м²;Кухня;45 из 52;Этаж;2020;Построен,Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3 м;Санузел;3 раздельных;Ремонт;Без ремонта;Вид из окон;На улицу,"Год постройки;2020;Лифты;2 пасс., 1 груз.;Аварийность;Нет;Парковка;Подземная",477 941 ₽/м²
65 000 000 ₽,"Москва, ЗАО, р-н Раменки, Воробьевское ш., 4С1",Парк Победы,"104,2 м²;Общая;25 м²;Кухня;2 из 5;Этаж;2017;Построен","Тип жилья;Вторичка Апартаменты;Высота потолков;3,1 м;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор","Тип дома;Монолитно кирпичный;Лифты;1 пасс., 1 груз.;Парковка;Подземная;Мусоропровод;Есть",623 800 ₽/м²
92 000 000 ₽,"Москва, ЗАО, р-н Кунцево, Рублевское ш., 101",Молодежная,162 м²;Общая;75 м²;Жилая;10 м²;Кухня;2 из 26;Этаж,Тип жилья;Вторичка;Площадь комнат;32-16-27 м²;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;Во двор,Год постройки;2019;Подъезды;14;Лифты;42 всего;Аварийность;Нет;Парковка;Подземная,567 901 ₽/м²
107 000 000 ₽,"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к6",Выставочная,"172 м²;Общая;61,3 м²;Жилая;57 м²;Кухня;5 из 20;Этаж","Тип жилья;Вторичка;Площадь комнат;19.4-14.2-10.5-17.2 м²;Санузел;1 совмещенный, 3 раздельных;Ремонт;Без ремонта;Вид из окон;Во двор",Год постройки;2021;Аварийность;Нет;Парковка;Подземная,622 093 ₽/м²
145 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39",Динамо,195 м²;Общая;151 м²;Жилая;25 м²;Кухня;13 из 15;Этаж,Тип жилья;Вторичка Апартаменты;Планировка;Смежно-изолированная;Высота потолков;3 м;Санузел;3 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор,Тип дома;Монолитно кирпичный;Лифты;Есть;Парковка;Открытая;Мусоропровод;Есть,743 590 ₽/м²
185 000 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/2",Фрунзенская,"140,1 м²;Общая;18 м²;Кухня;9 из 12;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;2 совмещенных;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт,Тип дома;Монолитно кирпичный;Парковка;Многоуровневая,1 320 485 ₽/м²
249 900 000 ₽,"Москва, ЦАО, р-н Пресненский, 2-я Черногрязская ул., 6к1",Улица 1905 года,"351,7 м²;Общая;202 м²;Жилая;32 м²;Кухня;8 из 8;Этаж;2016;Построен","Тип жилья;Вторичка;Высота потолков;3,4 м;Санузел;3 совмещенных, 2 раздельных;Балкон/лоджия;1 балкон;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2017;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная",710 549 ₽/м²
290 000 000 ₽,"Москва, ЦАО, р-н Хамовники, Пожарский пер., 3",Кропоткинская,166 м²;Общая;94 м²;Жилая;17 м²;Кухня;3 из 6;Этаж,,,1 746 988 ₽/м²
9 500 000 ₽,"Москва, НАО (Новомосковский), Кокошкино поселение, Новое Внуково жилой комплекс, к10",Рассказовка,"35 м²;Общая;19,5 м²;Жилая;6,7 м²;Кухня;11 из 14;Этаж;Чистовая;Отделка",,,271 429 ₽/м²
10 170 000 ₽,"Москва, ТАО (Троицкий), Троицк, ул. Бориса Житкова, 1",Ольховая,"54,1 м²;Общая;26 м²;Жилая;11,1 м²;Кухня;1 из 4;Этаж;2022;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;13+13 м²;Высота потолков;2,75 м;Санузел;2 раздельных;Ремонт;Евроремонт;Вид из окон;Во двор",Тип дома;Монолитно кирпичный;Парковка;Наземная,187 985 ₽/м²
10 250 000 ₽,"Москва, ВАО, р-н Метрогородок, Сиреневый парк жилой комплекс, к1",Бульвар Рокоссовского,"38,1 м²;Общая;18 м²;Жилая;5 м²;Кухня;5 из 7;Этаж;3 кв. 2023;Срок сдачи;Черновая;Отделка",,,269 029 ₽/м²
11 000 000 ₽,"Москва, ВАО, р-н Богородское, 15Б микрорайон, Селф жилой комплекс",Бульвар Рокоссовского,"45 м²;Общая;30 м²;Жилая;4,3 м²;Кухня;7 из 22;Этаж;4 кв. 2024;Срок сдачи;Без отделки;Отделка",,,244 444 ₽/м²
22 800 000 ₽,"Москва, НАО (Новомосковский), Внуковское поселение, ул. Анны Ахматовой, 11к1",Рассказовка,"65,9 м²;Общая;18 м²;Кухня;17 из 23;Этаж;2020;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3 м;Санузел;1 совмещенный;Ремонт;Евроремонт;Вид из окон;Во двор,"Тип дома;Монолитно кирпичный;Лифты;1 пасс., 2 груз.",345 979 ₽/м²
25 000 000 ₽,"Москва, ЮАО, р-н Даниловский, Дубининская ул., 59",Серпуховская,59 м²;Общая;36 м²;Жилая;10 м²;Кухня;11 из 42;Этаж;Черновая;Отделка,,,423 729 ₽/м²
28 565 000 ₽,"Москва, СВАО, р-н Ростокино, Сельскохозяйственная ул.",Ботанический сад,"61 м²;Общая;24,4 м²;Жилая;2 из 21;Этаж;4 кв. 2024;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Высота потолков;3,02 м;Балкон/лоджия;1 балкон;Вид из окон;Во двор;Отделка;Нет",Сдача комплекса;Сдача в 2024—2026;Застройщик;Группа Родина;Класс;Премиум;Кол-во корпусов;6 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Без отделки,468 279 ₽/м²
30 500 000 ₽,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к2",Шелепиха,42 м²;Общая;15 из 25;Этаж,Тип жилья;Вторичка;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;На улицу,"Год постройки;2019;Лифты;2 пасс., 2 груз.;Аварийность;Нет",726 190 ₽/м²
33 666 500 ₽,"Москва, ВАО, р-н Богородское, проезд 6-й Подбельского",Бульвар Рокоссовского,"96,19 м²;Общая;52,9 м²;Жилая;5,7 м²;Кухня;27 из 28;Этаж;4 кв. 2023;Срок сдачи","Тип жилья;Новостройка;Высота потолков;2,85 м;Санузел;1 совмещенный, 1 раздельный","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",350 000 ₽/м²
35 500 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39",Динамо,74 м²;Общая;39 м²;Жилая;16 м²;Кухня;2 из 15;Этаж;2019;Построен,"Тип жилья;Вторичка Апартаменты;Планировка;Изолированная;Площадь комнат;24-15 м²;Высота потолков;3,2 м;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;Во двор","Тип дома;Монолитно кирпичный;Лифты;2 пасс., 2 груз.;Парковка;Подземная",479 730 ₽/м²
45 000 000 ₽,"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к3",Выставочная,63 м²;Общая;48 м²;Жилая;12 м²;Кухня;8 из 20;Этаж,Тип жилья;Вторичка;Площадь комнат;19-15-14 м²;Ремонт;Без ремонта;Вид из окон;Во двор,Год постройки;2020;Аварийность;Нет,714 286 ₽/м²
49 500 000 ₽,"Москва, ЦАО, р-н Замоскворечье, Мытная ул., 7с1",Серпуховская,75 м²;Общая;33 м²;Жилая;12 м²;Кухня;12 из 14;Этаж;2013;Построен,Тип жилья;Вторичка;Площадь комнат;18-15 м²;Санузел;2 совмещенных;Балкон/лоджия;1 лоджия;Ремонт;Без ремонта;Вид из окон;Во двор,"Год постройки;2012;Лифты;2 пасс., 1 груз.;Аварийность;Нет;Парковка;Подземная",660 000 ₽/м²
80 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39",Динамо,"170,5 м²;Общая;87 м²;Жилая;9 м²;Кухня;5 из 15;Этаж",Тип жилья;Вторичка Апартаменты;Планировка;Смежно-изолированная;Санузел;3 совмещенных;Ремонт;Косметический;Вид из окон;На улицу и двор,Тип дома;Монолитно кирпичный;Лифты;Есть;Парковка;Подземная;Мусоропровод;Есть,469 208 ₽/м²
208 180 000 ₽,"Москва, ЦАО, р-н Тверской, 2-я Брестская ул., 6",Белорусская,"148,7 м²;Общая;80 м²;Жилая;20 м²;Кухня;12 из 12;Этаж","Тип жилья;Вторичка Апартаменты;Планировка;Изолированная;Высота потолков;4,5 м;Санузел;1 совмещенный, 2 раздельных;Балкон/лоджия;1 балкон;Ремонт;Без ремонта;Вид из окон;На улицу и двор",Тип дома;Монолитно кирпичный;Лифты;Есть,1 400 000 ₽/м²
28 565 000 ₽,"Москва, СВАО, р-н Ростокино, Сельскохозяйственная ул.",Ботанический сад,"61 м²;Общая;24,4 м²;Жилая;2 из 21;Этаж;4 кв. 2024;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Высота потолков;3,02 м;Балкон/лоджия;1 балкон;Вид из окон;Во двор;Отделка;Нет",Сдача комплекса;Сдача в 2024—2026;Застройщик;Группа Родина;Класс;Премиум;Кол-во корпусов;6 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Без отделки,468 279 ₽/м²
181 250 000 ₽,"Москва, ЦАО, р-н Хамовники, Саввинская наб., 13",Киевская,145 м²;Общая;50 м²;Жилая;25 м²;Кухня;5 из 9;Этаж,"Тип жилья;Вторичка;Площадь комнат;16+18+18 м²;Санузел;2 совмещенных, 1 раздельный;Ремонт;Без ремонта;Вид из окон;На улицу и двор",Год постройки;2021;Аварийность;Нет;Парковка;Подземная,1 250 000 ₽/м²
61 900 000 ₽,"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к5",Выставочная,83 м²;Общая;58 м²;Жилая;12 м²;Кухня;21 из 21;Этаж,"Тип жилья;Вторичка;Площадь комнат;17-17-19 м²;Санузел;1 совмещенный, 1 раздельный;Балкон/лоджия;2 лоджии;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2021;Лифты;2 пасс., 1 груз.;Аварийность;Нет",745 783 ₽/м²
92 500 000 ₽,"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к4",Выставочная,155 м²;Общая;102 м²;Жилая;20 м²;Кухня;8 из 20;Этаж,Тип жилья;Вторичка;Площадь комнат;23-32-20-12-15 м²;Ремонт;Без ремонта;Вид из окон;Во двор,Год постройки;2020;Аварийность;Нет,596 774 ₽/м²
