Price,Address,Metro,Summary,General Information,Building Information,Price per meter
135 000 000 ₽,"Москва, ЦАО, р-н Басманный, ул. Покровка, 45С4",Красные ворота,"150 м²;Общая;89,5 м²;Жилая;15,5 м²;Кухня;3 из 5;Этаж;1906;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;28,6-14-16-16,9-14 м²;Высота потолков;3,2 м;Санузел;1 совмещенный, 1 раздельный;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1906;Строительная серия;Индивидуальный проект;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;2;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Нет;Газоснабжение;Центральное,900 000 ₽/м²
33 900 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Тимура Фрунзе, 20",Парк Культуры,"53,3 м²;Общая;5 из 5;Этаж;1907;Построен","Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3,1 м;Ремонт;Дизайнерский;Вид из окон;Во двор",Год постройки;1907;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;2;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Нет;Газоснабжение;Центральное,636 023 ₽/м²
38 000 000 ₽,"Москва, ЦАО, р-н Тверской, Долгоруковская ул., 35",Новослободская,"101,4 м²;Общая;75,8 м²;Жилая;10,1 м²;Кухня;4 из 5;Этаж;1906;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;15.9-16.7-10.3-15.5-17.4 м²;Высота потолков;3,5 м;Санузел;1 раздельный;Ремонт;Без ремонта;Вид из окон;Во двор",Год постройки;1906;Тип дома;Кирпичный;Тип перекрытий;Смешанные;Подъезды;4;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,374 753 ₽/м²
36 500 000 ₽,"Москва, ЗАО, р-н Дорогомилово, Кутузовский просп., 31",Студенческая,62 м²;Общая;11 м²;Кухня;7 из 8;Этаж;1937;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;20,5+16,5 м²;Высота потолков;3 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский",Год постройки;1937;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть;Газоснабжение;Центральное,588 710 ₽/м²
10 178 000 ₽,"Москва, ЦАО, р-н Таганский, ул. Воронцово Поле, 12С3",Чкаловская,"29,19 м²;Общая;16,7 м²;Жилая;2 из 4;Этаж",Тип жилья;Вторичка Апартаменты;Санузел;1 совмещенный;Ремонт;Дизайнерский,Тип дома;Кирпичный,348 681 ₽/м²
10 268 000 ₽,"Москва, ЦАО, р-н Таганский, ул. Воронцово Поле, 12С3",Чкаловская,"29,26 м²;Общая;16,7 м²;Жилая;3 из 5;Этаж",Тип жилья;Вторичка Апартаменты;Санузел;1 совмещенный;Ремонт;Дизайнерский,Тип дома;Кирпичный,350 923 ₽/м²
24 700 000 ₽,"Москва, ЦАО, р-н Красносельский, Краснопрудная ул., 1",Комсомольская,"83,1 м²;Общая;47,5 м²;Жилая;8,4 м²;Кухня;9 из 9;Этаж;1961;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;17,5+17,5+12,5 м²;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1961;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;6;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,297 232 ₽/м²
55 000 000 ₽,"Москва, ЗАО, р-н Дорогомилово, наб. Тараса Шевченко, 1",Киевская,"117,7 м²;Общая;112 м²;Жилая;7 из 8;Этаж;1953;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,2 м;Санузел;1 совмещенный;Балкон/лоджия;3 лоджии;Ремонт;Дизайнерский;Вид из окон;На улицу",Год постройки;1938;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;13;Лифты;13 всего;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Нет,467 290 ₽/м²
65 000 000 ₽,"Москва, ЦАО, р-н Хамовники, Фрунзенская наб., 36/2",Фрунзенская,"135,7 м²;Общая;100 м²;Жилая;20 м²;Кухня;10 из 10;Этаж;1959;Построен",Тип жилья;Вторичка Пентхаус;Планировка;Изолированная;Высота потолков;3 м;Санузел;2 совмещенных;Ремонт;Евроремонт;Вид из окон;На улицу и двор,Год постройки;1959;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;12;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,478 998 ₽/м²
54 500 000 ₽,"Москва, ЦАО, р-н Пресненский, Никитский бул., 8",Арбатская,"142,6 м²;Общая;100 м²;Жилая;20 м²;Кухня;3 из 6;Этаж;1900;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,8 м;Санузел;2 совмещенных;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;На улицу и двор",Год постройки;1900;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,382 188 ₽/м²
73 500 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 38/1С2",Смоленская,95 м²;Общая;3 из 4;Этаж,"Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,7 м;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;Во двор",Год постройки;1917;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,773 684 ₽/м²
65 000 000 ₽,"Москва, ЦАО, р-н Хамовники, Фрунзенская наб., 36/2",Фрунзенская,"135,7 м²;Общая;100 м²;Жилая;20 м²;Кухня;10 из 10;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3 м;Санузел;2 совмещенных;Ремонт;Евроремонт;Вид из окон;На улицу и двор,"Год постройки;1959;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;12;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное",478 998 ₽/м²
73 500 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 38/1С2",Смоленская,95 м²;Общая;53 м²;Жилая;15 м²;Кухня;3 из 4;Этаж;1917;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;19.7-18.6-14.7 м²;Высота потолков;3,7 м;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1917;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,773 684 ₽/м²
54 500 000 ₽,"Москва, ЦАО, р-н Пресненский, Никитский бул., 8",Арбатская,"142,6 м²;Общая;20 м²;Кухня;3 из 6;Этаж;1900;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,2 м;Санузел;2 совмещенных;Ремонт;Евроремонт;Вид из окон;На улицу и двор",Год постройки;1900;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,382 188 ₽/м²
700 000 000 ₽,"Москва, ЦАО, р-н Пресненский, Гранатный пер., 6",Тверская,"194,7 м²;Общая;108 м²;Жилая;24 м²;Кухня;2 из 10;Этаж;2010;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;46-15-18-29 м²;Санузел;3 совмещенных;Ремонт;Дизайнерский;Вид из окон;Во двор,Год постройки;2010;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;4 пасс.;Отопление;Индивидуальный тепловой пункт;Аварийность;Нет,3 595 275 ₽/м²
77 550 000 ₽,"Москва, ЦАО, р-н Арбат, Смоленская наб., 2",Смоленская,98 м²;Общая;75 м²;Жилая;20 м²;Кухня;6 из 11;Этаж;1940;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;33+27+18 м²;Высота потолков;3,2 м;Санузел;2 совмещенных;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1940;Тип дома;Кирпичный;Тип перекрытий;Смешанные;Подъезды;5;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть,791 327 ₽/м²
110 473 956 ₽,"Москва, ЦАО, р-н Басманный, ул. Казакова, 7",Курская,"212,7 м²;Общая;11 из 11;Этаж;3 кв. 2022;Сдан","Тип жилья;Новостройка Апартаменты;Высота потолков;3,88 м","Сдача комплекса;Сдан;Застройщик;Колди (Coldy);Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Кирпичный;Парковка;Подземная;Отделка;Без отделки, предчистовая, чистовая",519 389 ₽/м²
49 990 000 ₽,"Москва, ЦАО, р-н Пресненский, Никитский бул., 8",Арбатская,"144 м²;Общая;90 м²;Жилая;14,9 м²;Кухня;2 из 6;Этаж","Тип жилья;Вторичка;Площадь комнат;31-24-15-13-7 м²;Высота потолков;3,8 м;Санузел;1 раздельный",Год постройки;1900;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Газоснабжение;Центральное,347 153 ₽/м²
210 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 39",Смоленская,"206,7 м²;Общая;3 из 5;Этаж;2019;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;3,6 м;Отделка;Нет",Сдача комплекса;Сдан;Застройщик;Valartis Group;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Кирпичный;Парковка;Подземная;Отделка;Без отделки,1 015 965 ₽/м²
180 875 000 ₽,"Москва, ЦАО, р-н Хамовники, Саввинская наб., 13",Киевская,"144,7 м²;Общая;5 из 9;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;4 совмещенных;Ремонт;Без ремонта;Вид из окон;Во двор,Год постройки;2021;Аварийность;Нет;Парковка;Многоуровневая,1 250 000 ₽/м²
25 400 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Усачева, 29К7",Спортивная,"67,5 м²;Общая;40 м²;Жилая;8 м²;Кухня;3 из 6;Этаж;1928;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;15+15+10 м²;Высота потолков;3,1 м;Санузел;1 раздельный;Ремонт;Без ремонта;Вид из окон;На улицу и двор",Год постройки;1928;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;7;Лифты;7 всего;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Газоснабжение;Центральное,376 296 ₽/м²
99 000 000 ₽,"Москва, ЦАО, р-н Замоскворечье, Садовническая ул., 80",Павелецкая,178 м²;Общая;2 из 6;Этаж;2018;Построен,"Тип жилья;Вторичка;Санузел;2 совмещенных, 1 раздельный;Ремонт;Без ремонта;Вид из окон;Во двор",Год постройки;2018;Тип дома;Кирпичный;Подъезды;6;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,556 180 ₽/м²
265 000 000 ₽,"Москва, ЦАО, р-н Хамовники, Малая Пироговская ул., 8",Фрунзенская,"203,3 м²;Общая;20 м²;Кухня;11 из 12;Этаж;2015;Построен","Тип жилья;Вторичка;Высота потолков;3,1 м;Санузел;3 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;2015;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;11;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная,1 303 492 ₽/м²
22 000 000 ₽,"Москва, ВАО, р-н Сокольники, ул. Гастелло, 41",Электрозаводская,66 м²;Общая;40 м²;Жилая;10 м²;Кухня;9 из 11;Этаж;1957;Построен,Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;25-15 м²;Высота потолков;3 м;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;На улицу,Год постройки;1957;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;7;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Нет,333 333 ₽/м²
460 229 885 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 39",Смоленская,"200,2 м²;Общая;5 из 5;Этаж;2019;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;3,6 м;Отделка;Нет",Сдача комплекса;Сдан;Застройщик;Valartis Group;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Кирпичный;Парковка;Подземная;Отделка;Без отделки,2 298 851 ₽/м²
34 000 000 ₽,"Москва, ЦАО, р-н Пресненский, Кудринская пл., 1",Баррикадная,"55 м²;Общая;29,9 м²;Жилая;7,6 м²;Кухня;18 из 31;Этаж;1954;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;11,5-18,4 м²;Высота потолков;3,5 м;Санузел;1 раздельный;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1954;Тип перекрытий;Железобетонные;Подъезды;15;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть,618 182 ₽/м²
129 900 000 ₽,"Москва, ЦАО, р-н Пресненский, ул. Трехгорный Вал, 14С1",Улица 1905 года,164 м²;Общая;88 м²;Жилая;32 м²;Кухня;3 из 12;Этаж;2010;Построен,"Тип жилья;Вторичка;Площадь комнат;17-21-15+35 м²;Высота потолков;3,1 м;Санузел;2 совмещенных, 1 раздельный;Ремонт;Дизайнерский;Вид из окон;Во двор",Год постройки;2010;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Нет,792 073 ₽/м²
74 600 000 ₽,"Москва, ЦАО, р-н Пресненский, Малая Бронная ул., 4",Пушкинская,"120 м²;Общая;70 м²;Жилая;40,9 м²;Кухня;2 из 5;Этаж;1910;Построен","Тип жилья;Вторичка;Высота потолков;3,5 м;Санузел;1 раздельный;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1910;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;2;Лифты;2 всего;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,621 667 ₽/м²
145 000 000 ₽,"Москва, ЗАО, р-н Раменки, Минская ул., 2Вк4",Минская,"168,4 м²;Общая;4 из 7;Этаж;2019;Построен","Тип жилья;Вторичка;Высота потолков;3,5 м;Санузел;2 совмещенных;Балкон/лоджия;1 балкон;Ремонт;Без ремонта;Вид из окон;Во двор",Год постройки;2019;Лифты;Есть грузовой;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Есть,861 045 ₽/м²
51 000 000 ₽,"Москва, ЦАО, р-н Пресненский, Никитский бул., 17",Арбатская,81 м²;Общая;5 из 8;Этаж,Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3 м;Санузел;2 совмещенных;Ремонт;Дизайнерский,Год постройки;1971;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;3 всего;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,629 630 ₽/м²
154 840 000 ₽,"Москва, ЦАО, р-н Якиманка, ул. Большая Якиманка, 15",Полянка,"221,2 м²;Общая;4 из 5;Этаж;1 кв. 2016;Сдан;Без отделки;Отделка",Тип жилья;Новостройка Апартаменты;Отделка;Нет,,700 000 ₽/м²
36 464 314 ₽,"Москва, ЦАО, р-н Басманный, ул. Казакова, 7",Курская,"69,9 м²;Общая;8 из 11;Этаж;3 кв. 2022;Сдан","Тип жилья;Новостройка Апартаменты;Высота потолков;3,88 м","Сдача комплекса;Сдан;Застройщик;Колди (Coldy);Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Кирпичный;Парковка;Подземная;Отделка;Без отделки, предчистовая, чистовая",521 664 ₽/м²
69 990 000 ₽,"Москва, ЦАО, р-н Тверской, Тверская ул., 12С7",Пушкинская,200 м²;Общая;120 м²;Жилая;20 м²;Кухня;6 из 6;Этаж;1917;Построен,"Тип жилья;Вторичка;Планировка;Смежно-изолированная;Площадь комнат;40+20-20-20-20 м²;Высота потолков;3,8 м;Санузел;3 совмещенных, 1 раздельный;Ремонт;Косметический;Вид из окон;На улицу и двор",Год постройки;1917;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;5;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Газоснабжение;Центральное,349 950 ₽/м²
34 000 000 ₽,"Москва, САО, р-н Беговой, ул. Расковой, 30",Динамо,"100 м²;Общая;65,8 м²;Жилая;11,6 м²;Кухня;4 из 7;Этаж;1937;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;16.1-12.1-17.9-19.7 м²;Высота потолков;3 м;Санузел;1 раздельный;Ремонт;Косметический;Вид из окон;На улицу и двор,Год постройки;1937;Тип перекрытий;Деревянные;Подъезды;9;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,340 000 ₽/м²
13 499 000 ₽,"Москва, ЗАО, р-н Филевский парк, Кастанаевская ул., 11",Багратионовская,"30 м²;Общая;16,3 м²;Жилая;5,7 м²;Кухня;3 из 9;Этаж;1971;Построен",Тип жилья;Вторичка;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;Во двор,Год постройки;1971;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;7;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,449 967 ₽/м²
99 970 000 ₽,"Москва, ЦАО, р-н Красносельский, Сретенский бул., 6/1С1",Сретенский бульвар,205 м²;Общая;25 м²;Кухня;5 из 5;Этаж;1901;Построен,Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;5 м;Санузел;2 совмещенных;Ремонт;Евроремонт;Вид из окон;Во двор,Год постройки;1901;Тип дома;Кирпичный;Подъезды;8;Лифты;Есть;Аварийность;Нет,487 659 ₽/м²
37 500 000 ₽,"Москва, ЦАО, р-н Красносельский, Уланский пер., 11А",Сретенский бульвар,"75 м²;Общая;31,5 м²;Жилая;23,5 м²;Кухня;4 из 6;Этаж",Тип жилья;Вторичка;Высота потолков;3 м;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;Во двор,"Год постройки;1927;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное",500 000 ₽/м²
130 000 000 ₽,"Москва, ЦАО, р-н Басманный, Кривоколенный пер., 14С1",Чистые пруды,"277,4 м²;Общая;2 из 8;Этаж;1912;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;4 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор,Год постройки;1912;Тип дома;Кирпичный;Тип перекрытий;Смешанные;Подъезды;2;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть;Газоснабжение;Центральное,468 637 ₽/м²
29 955 000 ₽,"Москва, ЦАО, р-н Хамовники, Большая Пироговская ул., 29/31",Спортивная,54 м²;Общая;34 м²;Жилая;10 м²;Кухня;10 из 14;Этаж;1971;Построен,Тип жилья;Вторичка;Площадь комнат;18+16 м²;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;Во двор,Год постройки;1971;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,554 722 ₽/м²
30 000 000 ₽,"Москва, ЦАО, р-н Басманный, Аптекарский пер., 10/1",Бауманская,88 м²;Общая;40 м²;Жилая;35 м²;Кухня;8 из 14;Этаж;1978;Построен,Тип жилья;Вторичка;Планировка;Изолированная;Санузел;1 раздельный;Балкон/лоджия;2 лоджии;Ремонт;Дизайнерский;Вид из окон;На улицу,Год постройки;1978;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,340 909 ₽/м²
130 000 000 ₽,"Москва, ЦАО, р-н Басманный, Кривоколенный пер., 14С1",Чистые пруды,280 м²;Общая;227 м²;Жилая;25 м²;Кухня;2 из 7;Этаж;1912;Построен,"Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3,8 м;Санузел;4 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1912;Тип дома;Кирпичный;Тип перекрытий;Смешанные;Подъезды;2;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть;Газоснабжение;Центральное,464 286 ₽/м²
115 000 000 ₽,"Москва, ЗАО, р-н Можайский, ул. Кутузова, 11К2",Кунцевская,275 м²;Общая;14 из 22;Этаж,"Тип жилья;Вторичка Пентхаус;Планировка;Смежно-изолированная;Высота потолков;3,1 м;Санузел;4 совмещенных;Ремонт;Дизайнерский",Год постройки;2002;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;5 всего;Отопление;Центральное;Аварийность;Нет,418 182 ₽/м²
9 900 000 ₽,"Москва, НАО (Новомосковский), Филимонковское поселение, ул. Жемчужная, 1к2",Филатов Луг,"53,6 м²;Общая;9 м²;Кухня;2 из 4;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;14-11,5 м²;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;Во двор",Год постройки;2021;Лифты;Есть грузовой;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Нет,184 701 ₽/м²
100 000 000 ₽,"Москва, ЦАО, р-н Красносельский, Сретенский бул., 6/1С1",Сретенский бульвар,"204,6 м²;Общая;20 м²;Кухня;5 из 5;Этаж;1901;Построен","Тип жилья;Вторичка;Высота потолков;3,64 м;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1901;Тип дома;Кирпичный;Подъезды;8;Лифты;Есть;Аварийность;Нет,488 759 ₽/м²
230 000 000 ₽,"Москва, ЦАО, р-н Арбат, пер. Романов, 3С6",Арбатская,"238,5 м²;Общая;160 м²;Жилая;18 м²;Кухня;2 из 5;Этаж;1900;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,6 м;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1900;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,964 361 ₽/м²
230 000 000 ₽,"Москва, ЦАО, р-н Арбат, пер. Романов, 3С6",Арбатская,239 м²;Общая;180 м²;Жилая;10 м²;Кухня;2 из 5;Этаж;1900;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,6 м;Ремонт;Дизайнерский;Вид из окон;Во двор",Год постройки;1900;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Лифты;3 всего;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,962 343 ₽/м²
70 000 000 ₽,"Москва, ЦАО, р-н Замоскворечье, Садовническая ул., 80",Павелецкая,"109,3 м²;Общая;2 из 6;Этаж;2018;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;2 совмещенных;Ремонт;Без ремонта;Вид из окон;На улицу и двор,Год постройки;2018;Тип дома;Кирпичный;Подъезды;6;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,640 439 ₽/м²
154 990 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Знаменка, 13С1",Боровицкая,307 м²;Общая;15 м²;Кухня;7 из 8;Этаж;2001;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,3 м;Санузел;3 совмещенных;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;На улицу и двор","Год постройки;1911;Строительная серия;Индивидуальный проект;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;1;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная",504 853 ₽/м²
29 200 000 ₽,"Москва, ЦАО, р-н Пресненский, Садовая-Кудринская ул., 7",Баррикадная,"75,7 м²;Общая;12 м²;Кухня;5 из 8;Этаж;1944;Построен",Тип жилья;Вторичка;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Евроремонт,Год постройки;1944;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,385 733 ₽/м²
59 900 000 ₽,"Москва, ЦАО, р-н Мещанский, Цветной бул., 16/1",Цветной бульвар,"138,7 м²;Общая;80 м²;Жилая;13 м²;Кухня;2 из 5;Этаж;1996;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,8 м;Санузел;3 совмещенных;Балкон/лоджия;2 лоджии;Ремонт;Евроремонт;Вид из окон;Во двор","Год постройки;1996;Строительная серия;Индивидуальный проект;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное",431 867 ₽/м²
60 000 000 ₽,"Москва, ЦАО, р-н Тверской, ул. Большая Дмитровка, 20С2",Пушкинская,"125,5 м²;Общая;15,2 м²;Кухня;3 из 5;Этаж;1912;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,7 м;Санузел;2 совмещенных;Ремонт;Евроремонт;Вид из окон;Во двор",Год постройки;1912;Тип дома;Кирпичный;Тип перекрытий;Смешанные;Подъезды;2;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,478 088 ₽/м²
100 000 000 ₽,"Москва, ЦАО, р-н Якиманка, 1-й Спасоналивковский пер., 18С2",Полянка,130 м²;Общая;104 м²;Жилая;4 из 8;Этаж,"Тип жилья;Вторичка;Санузел;1 совмещенный, 1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Евроремонт;Вид из окон;На улицу и двор",Год постройки;2007;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;Есть;Отопление;Центральное;Аварийность;Нет,769 231 ₽/м²
55 500 000 ₽,"Москва, ЦАО, р-н Тверской, Тверская ул., 12С8",,110 м²;Общая;61 м²;Жилая;35 м²;Кухня;3 из 6;Этаж,"Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,8 м;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;Во двор","Год постройки;1903;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;8;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное",504 545 ₽/м²
